Ticker,Full Name,Sector,Sub-Industry,Founding Year (YF),Founded (Wiki),Date Added,Market Cap,Pricing Power,Gross Margins (latest→older)
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,,1994,2006-11-17,32273205248,88.24064903168004,"[0.3440920145926226, 0.3474913450111094, 0.3592752728021412, 0.3729940022694116]"
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,,1969,2019-12-23,14913391616,86.64650445813194,"[0.49809275245934553, 0.4788394415357766, 0.4656633800380557, 0.47982939399324687]"
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,,1997,2021-02-12,48114700288,86.5543929174515,"[0.5531557247066287, 0.5607241229341838, 0.5844289322842932, 0.5675278481997817]"
VZ,Verizon,Communication Services,Integrated Telecommunication Services,,1983 (1877),1983-11-30,170971971584,85.74027885467123,"[0.5986512152417129, 0.5903160314687924, 0.5678517923046005, 0.5786263312701608]"
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,,1987,1985-09-30,160085098496,84.27295777404561,"[0.3060326472675656, 0.3000165999594223, 0.2760933995514258, 0.2849845520082389]"
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,1919,2017-06-19,61213876224,82.99771093329888,"[0.27411848935027744, 0.2862725940400586, 0.3075344807933432, 0.2859364201796821]"
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,,1947,2021-05-14,8785715200,82.9235185402002,"[0.38397412931245, 0.4066538335146749, 0.407424183739682, 0.41673850899394377]"
AOS,A. O. Smith,Industrials,Building Products,,1916,2017-07-26,9768433664,82.78792969592105,"[0.38136769597443754, 0.3853820598006645, 0.3541916406936786, 0.37042583853739863]"
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,1964,1988-11-30,99586424832,82.23596681818708,"[0.42734673605562634, 0.445601806783225, 0.43524610969014194, 0.4598372939413402]"
CMCSA,Comcast,Communication Services,Cable & Satellite,,1963,2002-11-19,109067788288,81.68156844326816,"[0.7007621372170273, 0.6976112920738328, 0.6853006333023133, 0.6696309661898011]"
META,Meta Platforms,Communication Services,Interactive Media & Services,,2004,2013-12-23,1800991932416,80.99775786554211,"[0.8166515705071702, 0.8075714222176098, 0.7834729737841848, 0.8079437627725157]"
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",,1880,1984-10-31,13152956416,80.85712530227978,"[0.20771513353115728, 0.19806002321339744, 0.174095124139994, 0.19737890087611323]"
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,,1945,2005-07-01,24581251072,80.55905797143902,"[0.5205951786221557, 0.5036740348129856, 0.504517275670186, 0.5336651286179102]"
BDX,Becton Dickinson,Health Care,Health Care Equipment,,1897,1972-09-30,54201253888,79.0020137178711,"[0.452225195757756, 0.42174272145364444, 0.44923158452570217, 0.45115257958287597]"
UPS,United Parcel Service,Industrials,Air Freight & Logistics,,1907,2002-07-22,73238495232,78.78841801443657,"[0.17959811134292303, 0.1895160403702808, 0.2094321194363053, 0.20845539486262296]"
ANET,Arista Networks,Information Technology,Communications Equipment,,2004,2018-08-28,179857440768,78.61997165914191,"[0.6413264838402627, 0.6194841171788932, 0.6107068433870235, 0.6379767282432344]"
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,,1949,1981-03-31,113939521536,78.34268404290853,"[0.46027168071436564, 0.45441242331767573, 0.4474078680005774, 0.42649242649242647]"
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,,1927,1981-06-30,45679312896,77.81315353631841,"[0.39363932898415654, 0.39422259983007646, 0.3840950879957972, 0.36246352326831516]"
XOM,ExxonMobil,Energy,Integrated Oil & Gas,,1999,1957-03-04,478506844160,77.55655109283975,"[0.22621275943486605, 0.25139753269374987, 0.25852386028720137, 0.23450623798302805]"
DVA,DaVita,Health Care,Health Care Services,,1979,2008-07-31,9000419328,77.53017053313035,"[0.32905563943802646, 0.31469388303123513, 0.2928830357968815, 0.31383481439601707]"
D,Dominion Energy,Utilities,Multi-Utilities,,1983,2016-11-30,51701010432,76.98968515029027,"[0.49906632547202434, 0.5215035086500382, 0.5056679581001579, 0.5320956300902006]"
CSCO,Cisco,Information Technology,Communications Equipment,,1984,1993-12-01,277237694464,76.53319663350504,"[0.6808521904896389, 0.6809471590803486, 0.6526018456787958, 0.6573695133541517]"
INTU,Intuit,Information Technology,Application Software,,1983,2000-12-05,184398839808,76.15874166310593,"[0.8130741861823588, 0.8060178077985877, 0.8037305122494433, 0.8368694012258369]"
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,1981,2022-06-21,38076944384,75.52155478929728,"[0.5555989837795583, 0.5454299986499257, 0.5209504161627658, 0.5501064416936056]"
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,,1976,2021-08-30,9631196160,75.35295097419566,"[0.7124180595014082, 0.7331164909495625, 0.7433584175975761, 0.7462678602278041]"
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,,2019 (1860),2019-06-07,18813132800,75.19781794819984,"[0.22053434605903124, 0.23020527859237536, 0.21444126854498435, 0.19389438943894388]"
RMD,ResMed,Health Care,Health Care Equipment,,1989,2017-07-26,39125250048,74.89874109891997,"[0.6306455069800267, 0.6029481162026655, 0.5946502871304783, 0.6112343133712135]"
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,,2019,2019-06-03,41696743424,74.46063057835593,"[0.46847646084693634, 0.4547776616742134, 0.43196791750214836, 0.4443308847013734]"
CL,Colgate-Palmolive,Consumer Staples,Household Products,,1806,1957-03-04,63946432512,74.17618378023526,"[0.631361623799811, 0.6075448424731459, 0.5962598096510269, 0.6223523333907354]"
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,,1889,2003-03-20,18122610688,73.71535690904057,"[0.385353302497137, 0.3756266698688121, 0.3581607747421463, 0.39484638883173206]"
CHD,Church & Dwight,Consumer Staples,Household Products,,1847,2015-12-29,21554497536,73.17740754831797,"[0.4568616855790801, 0.4411288535932787, 0.41855792841729295, 0.4361187645710102]"
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,,1912,1986-02-28,72659288064,73.05615017238794,"[0.46175619574789284, 0.4391258459055069, 0.4254958573939242, 0.4318920788654445]"
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,1967,2007-02-02,19853826048,72.29653163433046,"[0.6855346800395536, 0.6683053352233315, 0.6465019554286424, 0.6669614858888799]"
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,,1986,2017-07-26,8595792896,72.03016130916755,"[0.45514825662413805, 0.47083455593885, 0.49320201089546095, 0.48031650368693013]"
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,,2012,2012-10-02,80819830784,71.25805437453701,"[0.42276556625778655, 0.41170590848511773, 0.3901130302260605, 0.42594011142061283]"
LMT,Lockheed Martin,Industrials,Aerospace & Defense,,1995,1957-03-04,115600220160,71.09167188854957,"[0.09754655631096659, 0.125482825472466, 0.12559105237633367, 0.13515005071296463]"
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,,1917,1985-11-30,92831465472,71.0023696876369,"[0.3685138539042821, 0.3576517812343201, 0.33721479150275374, 0.3348524941481343]"
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,,1903,1957-03-04,47439933440,69.77297824901284,"[0.08381984085798305, 0.09171864624186253, 0.10859373517148876, 0.12056534718096537]"
ALLE,Allegion,Industrials,Building Products,,1908,2013-12-02,15236898816,69.68022551864108,"[0.44231482954244206, 0.4331927248822176, 0.4041688315657569, 0.42020645881286184]"
CTAS,Cintas,Industrials,Diversified Support Services,,1929,2001-03-01,75591122944,69.3355739234947,"[0.5003939486165667, 0.4883405242369315, 0.4733980665781964, 0.46244381694525366]"
DDOG,Datadog,Information Technology,Application Software,,2010,2025-07-09,53312663552,68.99658255684093,"[0.8079440444812845, 0.8074065512444094, 0.793001611844069, 0.7723088617241326]"
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,,1958 (1889),1976-03-31,16338301952,68.62462382268806,"[0.3943747823058168, 0.3609199407613904, 0.370016077170418, 0.35681194234728897]"
LNT,Alliant Energy,Utilities,Electric Utilities,,1917,2016-07-01,17497636864,68.60697835571833,"[0.4471238382316001, 0.43059349391606655, 0.40642092746730085, 0.4240937585173072]"
GILD,Gilead Sciences,Health Care,Biotechnology,,1987,2004-07-01,152383488000,68.42385210561869,"[0.7826041594212979, 0.7603628853813247, 0.7926395659983139, 0.7582494048709028]"
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,,2015 (1869),2015-07-06,30205452288,67.85341688888309,"[0.34697825582295133, 0.33506006006006006, 0.30666414951859544, 0.33338453267798174]"
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,,1894,1957-03-04,38059446272,67.65931658430183,"[0.4731979600907424, 0.4476327434896505, 0.4317744561195797, 0.4512814533664269]"
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,,1959,2017-07-26,18295386112,67.5747599485468,"[0.21269667076211038, 0.2177406951707167, 0.24659117716442558, 0.24229331332548543]"
CDNS,Cadence Design Systems,Information Technology,Application Software,,1988,2017-09-18,88864432128,67.49562348272643,"[0.8959632548374753, 0.9248261485491638, 0.9284999542355683, 0.9344283800118063]"
CARR,Carrier Global,Industrials,Building Products,,"2020 (1915, United Technologies spinoff)",2020-04-03,47827484672,67.27211764188617,"[0.2659877256959886, 0.2723866814416126, 0.2485539102267469, 0.29010818415562994]"
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,,1994,2012-12-24,18021801984,66.56447131936292,"[0.22644955105767767, 0.2053762904593287, 0.18571673623420434, 0.1959918043283391]"
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,,1999,2000-06-05,40234377216,65.9520488007383,"[0.543010752688172, 0.507097907214986, 0.5435163551401869, 0.539167589808514]"
MO,Altria,Consumer Staples,Tobacco,,1985,1957-03-04,109276913664,65.60330626425035,"[0.7027489728037566, 0.696712515852112, 0.6886117556071152, 0.66278243569703]"
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,,1971,2015-10-08,32461377536,65.59365884385818,"[0.6873026338619564, 0.6731185201760275, 0.7103724469363236, 0.7074923857868021]"
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,,2023,2025-03-24,15546869760,64.73648192743207,"[0.6791135600128515, 0.6927714439917658, 0.7144350684604704, 0.674784678238354]"
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,,1980,2012-06-29,178448678912,64.29100663998932,"[0.48705023885591736, 0.4731706377815375, 0.4462184273176213, 0.45694486440763266]"
CVS,CVS Health,Health Care,Health Care Services,,1996,1957-03-04,104662286336,64.1995757428493,"[0.13787489035940656, 0.15213709136442913, 0.1690157442466981, 0.17842532461975072]"
CRM,Salesforce,Information Technology,Application Software,,1999,2008-09-15,231412154368,63.00209109748506,"[0.7719224172054361, 0.7549703072553576, 0.7333503444756315, 0.7347878604861845]"
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",,1977,1982-11-30,3744081903616,62.589321292488016,"[0.4620634981523393, 0.4413112957720756, 0.43309630561360085, 0.4177935962516778]"
WDAY,"Workday, Inc.",Information Technology,Application Software,,2005,2024-12-23,62544748544,62.337865098007356,"[0.7550319677954062, 0.7560270009643202, 0.724903474903475, 0.7221249270286048]"
NOC,Northrop Grumman,Industrials,Aerospace & Defense,,"1994 (Northrop 1939, Grumman 1930)",1957-03-04,85122277376,62.102888774712184,"[0.2037871956717764, 0.1667345380503945, 0.20419649199497295, 0.2037737965065747]"
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,,1956,2025-03-24,22575056896,61.933603560756,"[0.46453737326949307, 0.42623523801610497, 0.4239746601990658, 0.44045491015210403]"
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,,1998,2007-07-12,10447070208,61.723669408283136,"[0.7167125012026555, 0.7185525929190539, 0.7427807581261575, 0.7549198650303665]"
MSI,Motorola Solutions,Information Technology,Communications Equipment,,1928 (2011),1957-03-04,74138730496,61.66344051957831,"[0.5265785337894056, 0.5160352776107436, 0.48419666374012293, 0.5191531024354424]"
FICO,Fair Isaac,Information Technology,Application Software,,1956,2023-03-20,38789906432,61.51558869376361,"[0.8047796656353383, 0.8034332370700278, 0.7939619682415213, 0.7644386480886204]"
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,,1920,1994-01-01,7036930560,61.32955578943155,"[0.2440844169686634, 0.2237785016286645, 0.20198487712665406, 0.23864070255822833]"
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,,1995,2002-07-22,42048569344,60.72587222461179,"[0.7494894486044928, 0.7576147151898734, 0.771107708014293, 0.7929942418426104]"
SOLV,Solventum,Health Care,Health Care Technology,,2023,2024-04-01,12511664128,60.52024444369407,"[0.556457475163557, 0.5725265340978407, 0.577490774907749, 0.6024966344388691]"
UNP,Union Pacific Corporation,Industrials,Rail Transportation,,1862,1957-03-04,134069649408,60.395720773224404,"[0.4552164948453608, 0.4365438036402836, 0.45045226130653265, 0.48220509998165473]"
CSX,CSX Corporation,Industrials,Rail Transportation,,1980,1957-03-04,68154208256,60.264406815550636,"[0.3674002751031637, 0.3728593845943918, 0.3848380798491887, 0.4104775594952883]"
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,,1993,2011-04-28,56129445888,60.153593183033166,"[0.2667254029197657, 0.2619716320951039, 0.23881900509713652, 0.22618195347831427]"
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",,1998,2023-10-18,19853010944,59.894187063555044,"[0.6341632126402726, 0.6220611359813075, 0.588788410308688, 0.6111911596954073]"
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,,1993,2021-12-14,8049317376,59.79148055040572,"[0.31472226804908693, 0.31444737706106335, 0.3286821268398561, 0.35554864316002793]"
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,,1919,1965-03-31,56744419328,59.23390080464713,"[0.274910562430356, 0.2683105827095259, 0.23933176604687612, 0.23708421797593773]"
TXT,Textron,Industrials,Aerospace & Defense,,1923,1978-12-31,14498783232,59.09665216802114,"[0.18260108013428697, 0.2081414894394504, 0.20747532830833787, 0.1683895978032628]"
EFX,Equifax,Industrials,Research & Consulting Services,,1899,1997-06-19,27954716672,59.082711506362436,"[0.5585538012004717, 0.5582124135835296, 0.5766077076256296, 0.5995653851621682]"
EME,Emcor,Industrials,Construction & Engineering,,1994,2025-09-22,30843015168,57.974290566835705,"[0.18982761087444314, 0.16604625986449995, 0.1447793992842259, 0.15163577211473023]"
J,Jacobs Solutions,Industrials,Construction & Engineering,,1947,2007-10-26,18574772224,57.42898352111989,"[0.2463064544022963, 0.2498161530933279, 0.26371659868871483, 0.21598321732945272]"
HAS,Hasbro,Consumer Discretionary,Leisure Products,,1923,1984-09-30,10490796032,57.011712301890405,"[0.6808850199492201, 0.6886654807826834, 0.7059777690508307, 0.7264967914771665]"
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,,1926,1957-03-04,48749219840,56.97727781459728,"[0.2055719363994599, 0.19806850762034103, 0.18372432451674914, 0.15953595882942997]"
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,,1902,1976-12-31,41277616128,56.69792338975929,"[0.2863577501266821, 0.27901910401072505, 0.24861620234604107, 0.2956464317720862]"
ALGN,Align Technology,Health Care,Health Care Supplies,,1997,2017-06-19,9455846400,56.48078298097892,"[0.6999626407722708, 0.7008495026228166, 0.705229560586242, 0.7426420286071087]"
BAX,Baxter International,Health Care,Health Care Equipment,,1931,1972-09-30,11859510272,56.36177417973155,"[0.37457690861226023, 0.40057915057915056, 0.3528885353485135, 0.38860530215708877]"
AMD,Advanced Micro Devices,Information Technology,Semiconductors,,1969,2017-03-20,378252394496,56.18880955138756,"[0.5605584642233857, 0.5353615520282187, 0.5408669124189653, 0.5106486552269685]"
TT,Trane Technologies,Industrials,Building Products,,1871,2010-11-17,92526338048,55.63346462383922,"[0.3569124214898529, 0.33133457030366115, 0.3104610516705541, 0.3161766786451996]"
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,,1946,2006-01-05,36316786688,55.62605312421407,"[0.7397040346223649, 0.716555612506407, 0.7131363922061597, 0.757287027118453]"
PM,Philip Morris International,Consumer Staples,Tobacco,,2008 (1847),2008-03-31,246034497536,55.6109754336551,"[0.6481070806272771, 0.6334508443736852, 0.6410175681632139, 0.6806241044419679]"
DUK,Duke Energy,Utilities,Electric Utilities,,1904,1976-06-30,99948068864,54.78836204401943,"[0.5212306881444148, 0.5019614590502409, 0.47737068965517243, 0.5222777303927542]"
PG,Procter & Gamble,Consumer Staples,Personal Care Products,,1837,1957-03-04,354349481984,54.77044795171836,"[0.5116036258364577, 0.5139399564487916, 0.47857473843377313, 0.4742664022846596]"
GLW,Corning Inc.,Information Technology,Electronic Components,,1851,1995-02-27,72375713792,54.709203039784754,"[0.4196523860344565, 0.4113441372735939, 0.41123405454929873, 0.45554608720352224]"
T,AT&T,Communication Services,Integrated Telecommunication Services,,1983 (1885),1983-11-30,188341157888,54.177121720689435,"[0.5976572717760921, 0.5905920214330055, 0.5788671619416769, 0.5493292946776287]"
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,,1888,2024-11-26,21577205760,53.06881436648979,"[0.8990030078362422, 0.9234905279490813, 0.9507972467194669, 0.934605883474736]"
MAS,Masco,Industrials,Building Products,,1929,1981-06-30,14209510400,52.63013368757032,"[0.3616504854368932, 0.3559683695242877, 0.31255760368663593, 0.3418507462686567]"
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,,1905,1980-12-31,49722040320,52.5525881529174,"[0.21036840760698436, 0.22961562768664917, 0.1922920779883205, 0.17910238369547196]"
AEE,Ameren,Utilities,Multi-Utilities,,1902,1991-09-19,28533653504,52.088046443194926,"[0.48117539026629935, 0.47733333333333333, 0.4388588664069373, 0.4882702533625274]"
CDW,CDW Corporation,Information Technology,Technology Distributors,,1984,2019-09-23,19980210176,51.69314564143126,"[0.2191754727673618, 0.21764595808383233, 0.19734132815690963, 0.1713911088911089]"
FTNT,Fortinet,Information Technology,Systems Software,,2000,2018-10-11,63937241088,51.597106607737985,"[0.8056348433459821, 0.7667772583320767, 0.7544030425136958, 0.7657231763509066]"
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,,1982,2002-07-22,49943580672,51.51997049335593,"[0.8319710572155969, 0.8085162655382174, 0.8095879342849448, 0.777428121870977]"
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,,1878,2013-12-23,7913120256,51.45645443480125,"[0.24801373086399248, 0.24333863189374141, 0.25077744928474666, 0.2918352772299159]"
K,Kellanova,Consumer Staples,Packaged Foods & Meats,,1906,1989-09-11,28887830528,50.96267965327116,"[0.3564985489057965, 0.32639841487578114, 0.30119339287125585, 0.3250191538265089]"
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,,1888,2016-10-21,76465004544,50.486242804720064,"[0.2737550471063257, 0.24021084337349397, 0.22867737948084055, 0.22244569589702334]"
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",,1992,1999-06-25,23768561664,49.68903730371703,"[0.7019172245891662, 0.7072431397574984, 0.6615844074190507, 0.6679328901551124]"
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,,1859,2020-03-03,30691282944,49.55712367071355,"[0.4532135452660677, 0.432483529907942, 0.4074844074844075, 0.4032489713531558]"
ECL,Ecolab,Materials,Specialty Chemicals,,1923,1989-01-31,78493188096,49.32662502617769,"[0.4346309731027736, 0.40242947220010183, 0.3775638224389969, 0.40188956342131926]"
VMC,Vulcan Materials Company,Materials,Construction Materials,,1909,1999-06-30,39022870528,48.99687923550688,"[0.26957143049732396, 0.2503887225484779, 0.21294017935258092, 0.2473614062893988]"
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,,2024,2024-04-02,163334356992,48.8981632936121,"[0.1741806211535709, 0.1449502090917296, 0.1166115869697174, 0.1498212446221899]"
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,,2012 (1917),2012-05-01,52241145856,48.681113107948626,"[0.07563935090427724, 0.11761273821396347, 0.1084122595446791, 0.0696921310416592]"
PPG,PPG Industries,Materials,Specialty Chemicals,,1883,1957-03-04,22924349440,48.55414629998055,"[0.41609340485957713, 0.4041374214998153, 0.3611502497758422, 0.3878109748839424]"
