Ticker,Full Name,ROIC History,ROIC Changes,ROIC Power
ROST,"Ross Stores, Inc.","[np.float64(0.2542110820743642), np.float64(0.2547898769609154), np.float64(0.251151286671296), np.float64(0.28191829852377875)]","[0.0005787948865511594, -0.003638590289619381, 0.030767011852482762]",65.26583060303354
RCL,Royal Caribbean Cruises Ltd.,"[np.float64(0.2339334548769371), np.float64(0.20125874125874127), np.float64(-0.06694633805278798), np.float64(-0.3128223454417136)]","[-0.03267471361819582, -0.26820507931152926, -0.24587600738892562]",9.419817063614644
SPGI,S&P Global Inc.,"[np.float64(0.12710706150341686), np.float64(0.09089881288863765), np.float64(0.10808211092407581), np.float64(0.45139557266602504)]","[-0.03620824861477921, 0.017183298035438166, 0.3433134617419492]",5.961396543824908
CRM,"Salesforce, Inc.","[np.float64(0.08081612508833129), np.float64(0.05808036904389351), np.float64(0.012225519287833829), np.float64(0.006856942654437618)]","[-0.022735756044437783, -0.045854849756059676, -0.00536857663339621]",60.299226913280954
SBAC,SBA Communications Corporation,"[np.float64(-0.4407060441331299), np.float64(-0.24483509411076146), np.float64(-0.20348404596843847), np.float64(-0.16828490030695792)]","[0.19587095002236846, 0.04135104814232299, 0.03519914566148055]",13.452823537987905
SLB,SLB N.V.,"[np.float64(0.17991524700662667), np.float64(0.15790988087702135), np.float64(0.13833438864265005), np.float64(0.10781828816533437)]","[-0.022005366129605325, -0.0195754922343713, -0.030516100477315677]",213.18252393628305
STX,Seagate Technology Holdings plc,"[np.float64(0.8610478359908884), np.float64(0.2810945273631841), np.float64(-0.2455132806891601), np.float64(0.5335698689956332)]","[-0.5799533086277043, -0.5266078080523442, 0.7790831496847933]",1.5911918438367223
SRE,Sempra,"[np.float64(-0.0023386145289061183), np.float64(-0.00278895391367959), np.float64(-0.0022985570169837826), np.float64(-0.002269450525978534)]","[-0.0004503393847734719, 0.0004903968966958076, 2.910649100524871e-05]",2603.6390316606007
NOW,"ServiceNow, Inc.","[np.float64(0.07591695886903768), np.float64(0.05082371773494297), np.float64(0.03216453746489082), np.float64(0.02973160573808422)]","[-0.02509324113409471, -0.01865918027005215, -0.0024329317268066003]",104.88113572994777
SHW,The Sherwin-Williams Company,"[np.float64(0.004364681074411366), np.float64(0.0019240623821632648), np.float64(0.000937899986759059), np.float64(0.0012259859992398887)]","[-0.0024406186922481016, -0.000986162395404206, 0.00028808601248082974]",897.023085100602
SPG,"Simon Property Group, Inc.","[np.float64(0.4421591140108064), np.float64(0.3929416639486198), np.float64(0.36816914884202595), np.float64(0.3051382345659374)]","[-0.049217450062186585, -0.02477251510659384, -0.06303091427608853]",63.21645580805413
SWKS,"Skyworks Solutions, Inc.","[np.float64(0.09185232152635675), np.float64(0.15983746305978633), np.float64(0.2280500007467256), np.float64(0.2707871583047888)]","[0.06798514153342958, 0.06821253768693927, 0.04273715755806318]",83.64020931446662
SJM,The J. M. Smucker Company,"[np.float64(-0.07715293201749365), np.float64(0.11399388913138367), np.float64(0.016976556184316895), np.float64(0.1014376442845961)]","[0.19114682114887732, -0.09701733294706677, 0.0844610881002792]",8.406467202331672
SW,Smurfit Westrock Plc,"[np.float64(0.04073624595469256), np.float64(0.1494553376906318), np.float64(0.18013879975201488), np.float64(0.14863554508934754)]","[0.10871909173593924, 0.030683462061383088, -0.031503254662667346]",17.431536331431452
SNA,Snap-on Incorporated,"[np.float64(0.21097436701418829), np.float64(0.21713338856669429), np.float64(0.22048912348632901), np.float64(0.21664095642113382)]","[0.006159021552506, 0.0033557349196347286, -0.003848167065195196]",237.24612964953042
SOLV,Solventum Corporation,"[np.float64(0.18297421405863654), np.float64(0.12632522024787218), np.float64(0.12970198421818738), np.float64(0.1395469736353509)]","[-0.05664899381076435, 0.003376763970315194, 0.009844989417163524]",33.40272774094807
SO,The Southern Company,"[np.float64(0.13420168226783374), np.float64(0.11965004518196008), np.float64(0.10685291308500477), np.float64(0.08503495217071376)]","[-0.014551637085873662, -0.012797132096955308, -0.021817960914291015]",256.0708658734763
LUV,Southwest Airlines Co.,"[np.float64(0.014187218244497481), np.float64(0.009837073470642483), np.float64(0.048279136007595536), np.float64(0.08790479109204209)]","[-0.004350144773854998, 0.03844206253695305, 0.03962565508444656]",48.882729414993584
SWK,"Stanley Black & Decker, Inc.","[np.float64(-0.032910946849700806), np.float64(-0.02142670673994096), np.float64(-0.016876082390655515), np.float64(-0.009307557048693994)]","[0.011484240109759847, 0.004550624349285444, 0.007568525341961521]",352.29428990411316
SBUX,Starbucks Corporation,"[np.float64(3.321542618521248), np.float64(4.324714548802946), np.float64(10.191569190024277), np.float64(1.7174027988297085)]","[1.0031719302816984, 5.86685464122133, -8.474166391194569]",0.16793084534665206
STLD,"Steel Dynamics, Inc.","[np.float64(0.17511418029243242), np.float64(0.2820650667308281), np.float64(0.5027420243933192), np.float64(0.5031979961485995)]","[0.10695088643839568, 0.22067695766249107, 0.00045597175528033773]",11.120873331950527
STE,STERIS plc,"[np.float64(0.11346542846032891), np.float64(0.11538275240934452), np.float64(0.11384360030254644), np.float64(0.06399143200641662)]","[0.0019173239490156146, -0.0015391521067980862, -0.04985216829612982]",42.31578950450083
SYK,Stryker Corporation,"[np.float64(0.13058407079646017), np.float64(0.14663951120162932), np.float64(0.12395828788341551), np.float64(0.1330176052712859)]","[0.016055440405169152, -0.022681223318213817, 0.009059317387870386]",59.3282119643187
SMCI,"Super Micro Computer, Inc.","[np.float64(0.14491070138850098), np.float64(0.15596545242094934), np.float64(0.22742231286874534), np.float64(0.11574361370426045)]","[0.011054751032448351, 0.071456860447796, -0.11167869916448489]",13.12429037735861
SNPS,"Synopsys, Inc.","[np.float64(0.11613750871002831), np.float64(0.1388520649195311), np.float64(0.13783979699746415), np.float64(0.0952735111787768)]","[0.022714556209502773, -0.001012267922066934, -0.04256628581868735]",37.064482817409754
SYY,Sysco Corporation,"[np.float64(0.26229508196721313), np.float64(0.2876392382321236), np.float64(0.2871857871857872), np.float64(0.23080869029153323)]","[0.02534415626491049, -0.0004534510463364283, -0.056377096894253964]",29.317048811227373
TMUS,"T-Mobile US, Inc.","[np.float64(0.21986205212720503), np.float64(0.16657520170942167), np.float64(0.0693129091718045), np.float64(0.07442684204274252)]","[-0.05328685041778336, -0.09726229253761717, 0.005113932870938032]",23.847570781466754
TROW,"T. Rowe Price Group, Inc.","[np.float64(0.19622898567788272), np.float64(0.18424348116471712), np.float64(0.23410193696003787), np.float64(0.34471224425324737)]","[-0.011985504513165601, 0.04985845579532075, 0.1106103072932095]",19.979943118159614
TTWO,"Take-Two Interactive Software, Inc.","[np.float64(-0.7632050056487355), np.float64(-0.44469489615198843), np.float64(-0.09036691199851095), np.float64(0.08007168579978698)]","[0.3185101094967471, 0.3543279841534775, 0.17043859779829793]",12.563038879553439
TPR,"Tapestry, Inc.","[np.float64(0.1718639996686959), np.float64(0.24739069111424541), np.float64(0.3289285413685717), np.float64(0.3131875449484591)]","[0.07552669144554952, 0.08153785025432628, -0.01574099642011262]",22.46759350613125
TRGP,Targa Resources Corp.,"[np.float64(0.35508773778784847), np.float64(0.356292990001221), np.float64(0.21481196188299023), np.float64(0.11565826780078105)]","[0.0012052522133725319, -0.14148102811823077, -0.09915369408220918]",16.712405730912945
TGT,Target Corporation,"[np.float64(0.1569434653884111), np.float64(0.17433406647116326), np.float64(0.12521150592216582), np.float64(0.2587493492219587)]","[0.017390601082752144, -0.04912256054899744, 0.13353784329979287]",13.248034700808047
TEL,TE Connectivity plc,"[np.float64(0.16225626740947074), np.float64(0.14294577491003846), np.float64(0.17747440273037543), np.float64(0.15801090625811479)]","[-0.019310492499432286, 0.03452862782033697, -0.019463496472260644]",39.34507006424053
TDY,Teledyne Technologies Incorporated,"[np.float64(0.09143940094296016), np.float64(0.09410565962208535), np.float64(0.10024442313047245), np.float64(0.06845094513398535)]","[0.0026662586791251913, 0.006138763508387102, -0.0317934779964871]",58.40526936757619
TER,"Teradyne, Inc.","[np.float64(0.17241866932956007), np.float64(0.15727931778289486), np.float64(0.26017956833920397), np.float64(0.3563944535534372)]","[-0.015139351546665208, 0.10290025055630911, 0.09621488521423321]",18.471488965261152
TSLA,"Tesla, Inc.","[np.float64(0.06903347284416737), np.float64(0.09626774364693526), np.float64(0.18808103901827647), np.float64(0.12718374668538449)]","[0.027234270802767885, 0.09181329537134121, -0.060897292332891984]",15.976863183285078
TXN,Texas Instruments Incorporated,"[np.float64(0.2659885135792855), np.float64(0.3626156205173864), np.float64(0.5773829859924837), np.float64(0.5634511382216073)]","[0.09662710693810089, 0.21476736547509734, -0.013931847770876415]",10.708568721725586
TPL,Texas Pacific Land Corporation,"[np.float64(0.4519689990065934), np.float64(0.439366368996772), np.float64(0.6777216398176695), np.float64(0.5038477527316612)]","[-0.01260263000982137, 0.23835527082089752, -0.17387388708600837]",5.895728535267954
TXT,Textron Inc.,"[np.float64(0.022676323504052423), np.float64(0.020853497580290366), np.float64(0.02225725679310025), np.float64(0.015978293638830268)]","[-0.0018228259237620566, 0.0014037592128098852, -0.006278963154269984]",317.478566927141
TMO,Thermo Fisher Scientific Inc.,"[np.float64(0.11645292362389689), np.float64(0.11271239359779144), np.float64(0.1372347035547271), np.float64(0.18429419440207304)]","[-0.003740530026105457, 0.024522309956935676, 0.047059490847345925]",48.116515185172524
TJX,"The TJX Companies, Inc.","[np.float64(0.3248286170815937), np.float64(0.32653636005182224), np.float64(0.29155918171455997), np.float64(0.28868921134114506)]","[0.0017077429702285207, -0.03497717833726227, -0.0028699703734149096]",61.26773550584911
TKO,"TKO Group Holdings, Inc.","[np.float64(0.030130614063750772), np.float64(0.04791140664825566), np.float64(0.6729109780804274), np.float64(0.27051231333580467)]","[0.01778079258450489, 0.6249995714321718, -0.40239866474462277]",2.371106240288874
TTD,"The Trade Desk, Inc.","[np.float64(0.0733634916300422), np.float64(0.04288289960956626), np.float64(0.027421777698639842), np.float64(0.037475706409424575)]","[-0.03048059202047594, -0.015461121910926419, 0.010053928710784733]",59.7655850128296
TSCO,Tractor Supply Company,"[np.float64(0.3197566982392739), np.float64(0.3417992421265939), np.float64(0.32474854185507357), np.float64(0.32125279686058317)]","[0.02204254388732002, -0.017050700271520336, -0.0034957449944904018]",61.69884848261052
TT,Trane Technologies plc,"[np.float64(0.25819944230513875), np.float64(0.22141463601239433), np.float64(0.20513059701492536), np.float64(0.18351095188426828)]","[-0.036784806292744415, -0.01628403899746897, -0.02161964513065709]",115.15213835107501
TDG,TransDigm Group Incorporated,"[np.float64(63.05357142857143), np.float64(-7.325814536340852), np.float64(-0.9465811965811965), np.float64(-1.3560545308740979)]","[-70.37938596491229, 6.379233339759655, -0.40947333429290134]",0.028822498979074157
TRMB,Trimble Inc.,"[np.float64(0.06115513785459228), np.float64(0.07090719499478623), np.float64(0.09268363478040019), np.float64(0.10928642393781778)]","[0.009752057140193955, 0.021776439785613957, 0.016602789157417586]",203.05296711297507
TYL,"Tyler Technologies, Inc.","[np.float64(0.06724832730096728), np.float64(0.05547845173036808), np.float64(0.06096866210369473), np.float64(0.05731191016551912)]","[-0.011769875570599199, 0.005490210373326657, -0.0036567519381756133]",141.83164434249386
TSN,"Tyson Foods, Inc.","[np.float64(0.06046950774644865), np.float64(-0.01595701704774986), np.float64(0.17552937430345486), np.float64(0.18181066214483643)]","[-0.07642652479419851, 0.1914863913512047, 0.006281287841381572]",8.927668266092278
UBER,"Uber Technologies, Inc.","[np.float64(0.0824399151743638), np.float64(0.05014456089627756), np.float64(-0.10554819381229476), np.float64(-0.1573052147868543)]","[-0.03229535427808625, -0.1556927547085723, -0.051757020974559545]",18.46081781755795
UDR,"UDR, Inc.","[np.float64(0.05485554322060249), np.float64(0.10945837746806139), np.float64(0.044080222933652775), np.float64(0.04944523387897498)]","[0.0546028342474589, -0.06537815453440862, 0.005365010945322206]",20.307204128032026
ULTA,"Ulta Beauty, Inc.","[np.float64(0.3666902461695414), np.float64(0.4261640388274952), np.float64(0.44997152339667384), np.float64(0.41944111026665626)]","[0.05947379265795383, 0.02380748456917864, -0.030530413130017586]",27.02214795473468
UNP,Union Pacific Corporation,"[np.float64(0.4386289739884393), np.float64(0.4565195536342616), np.float64(0.5608211276367132), np.float64(0.46912835970861594)]","[0.017890579645822302, 0.1043015740024516, -0.09169276792809727]",12.468742626256507
UAL,"United Airlines Holdings, Inc.","[np.float64(0.14159882186223569), np.float64(0.13356805278015668), np.float64(0.08691609639988099), np.float64(-0.043800625723224615)]","[-0.008030769082079003, -0.046651956380275694, -0.1307167221231056]",19.52406662931936
UPS,"United Parcel Service, Inc.","[np.float64(0.2551832208293153), np.float64(0.26124607030580166), np.float64(0.3450965922568063), np.float64(0.4023493938061436)]","[0.006062849476486332, 0.08385052195100462, 0.05725280154933732]",30.977635666206854
URI,"United Rentals, Inc.","[np.float64(0.3403097530347426), np.float64(0.32523157984193085), np.float64(0.3399600294519827), np.float64(0.2649522922969514)]","[-0.015078173192811739, 0.014728449610051875, -0.07500773715503134]",26.797925446935583
UNH,UnitedHealth Group Incorporated,"[np.float64(0.15645958519092848), np.float64(0.16344653058750436), np.float64(0.16194527975214143), np.float64(0.1548739750986942)]","[0.006986945396575878, -0.0015012508353629272, -0.007071304653447241]",173.00066592795636
UHS,"Universal Health Services, Inc.","[np.float64(0.18742587668063934), np.float64(0.1430730130891891), np.float64(0.12728259016719462), np.float64(0.1665909542827972)]","[-0.04435286359145024, -0.01579042292199448, 0.03930836411560257]",28.799739987992506
VLO,Valero Energy Corporation,"[np.float64(0.0872931002417705), np.float64(0.2616158496227331), np.float64(0.3654871997950104), np.float64(0.05808879677102651)]","[0.1743227493809626, 0.10387135017227728, -0.30739840302398386]",4.707300131062586
VTR,"Ventas, Inc.","[np.float64(-0.005384292715649844), np.float64(0.0048596615185342185), np.float64(-0.0066923871669846416), np.float64(-0.0029711973997579165)]","[0.010243954234184062, -0.01155204868551886, 0.003721189767226725]",109.48000937832147
VLTO,Veralto Corporation,"[np.float64(0.36717325227963526), np.float64(0.4295403165033911), np.float64(0.25487050194820077), np.float64(0.24086071263304026)]","[0.06236706422375582, -0.17466981455519032, -0.014009789315160504]",10.122691064825231
VRSN,"VeriSign, Inc.","[np.float64(-2.479381443298969), np.float64(-2.5492993630573246), np.float64(-2.117898046260948), np.float64(-4.647721179624665)]","[-0.06991791975835548, 0.43140131679637683, -2.5298231333637173]",0.7727621231481285
VRSK,"Verisk Analytics, Inc.","[np.float64(0.9330307314532331), np.float64(1.0348390636430138), np.float64(0.34414837652010083), np.float64(0.19430764310841062)]","[0.10180833218978069, -0.690690687122913, -0.1498407334116902]",3.024444626310264
VZ,Verizon Communications Inc.,"[np.float64(0.17349074062874215), np.float64(0.1556025628817456), np.float64(0.21360264733513748), np.float64(0.24891070880638233)]","[-0.017888177746996553, 0.05800008445339189, 0.03530806147124485]",31.44198768859497
VRTX,Vertex Pharmaceuticals Incorporated,"[np.float64(-0.011660041453474983), np.float64(0.18137240981077066), np.float64(0.25862814323798544), np.float64(0.22725861787289658)]","[0.19303245126424565, 0.07725573342721478, -0.03136952536508886]",10.913786300778032
VTRS,Viatris Inc.,"[np.float64(0.000413681809059222), np.float64(0.027127117203874694), np.float64(0.05805129679889282), np.float64(-0.001119264182558572)]","[0.026713435394815473, 0.030924179595018128, -0.059170560981451396]",24.08814778722976
VICI,VICI Properties Inc.,"[np.float64(2.102656617970563e-05), np.float64(0.00016928409921598212)]",[0.0001482575330362765],inf
V,Visa Inc.,"[np.float64(0.3593840436226277), np.float64(0.3396354579418091), np.float64(0.33336286635716056), np.float64(0.29635463546354635)]","[-0.01974858568081861, -0.006272591584648546, -0.037008230893614213]",79.49489244441777
VST,Vistra Corp.,"[np.float64(0.2911880128433821), np.float64(0.1757015516672169), np.float64(-0.07715503113733202), np.float64(-0.10718075698620445)]","[-0.11548646117616518, -0.2528565828045489, -0.030025725848872434]",10.89450179935123
VMC,Vulcan Materials Company,"[np.float64(0.1454442738978426), np.float64(0.17186201914394075), np.float64(0.12029637871737811), np.float64(0.13776747989641544)]","[0.026417745246098162, -0.05156564042656264, 0.01747110117903733]",28.698579347410604
GWW,"W.W. Grainger, Inc.","[np.float64(0.43891478029294273), np.float64(0.4865326251896813), np.float64(0.46680716543730244), np.float64(0.419468546637744)]","[0.04761784489673859, -0.019725459752378882, -0.04733861879955842]",25.074693460474325
WAB,Westinghouse Air Brake Technologies Corporation,"[np.float64(0.1155475763016158), np.float64(0.08683127572016461), np.float64(0.0742617893345086), np.float64(0.06662103582021446)]","[-0.028716300581451193, -0.012569486385656012, -0.007640753514294135]",111.09658107265855
WMT,Walmart Inc.,"[np.float64(0.1510634355247174), np.float64(0.1476178505459434), np.float64(0.11594367412267508), np.float64(0.1447090980085904)]","[-0.003445584978774008, -0.03167417642326832, 0.02876542388591531]",40.498600232532546
DIS,The Walt Disney Company,"[np.float64(0.002883222357819313), np.float64(0.0025528785787126), np.float64(0.00042196855606725306), np.float64(0.0015078656574219248)]","[-0.00033034377910671304, -0.002130910022645347, 0.0010858971013546718]",759.6610532857027
WBD,"Warner Bros. Discovery, Inc.","[np.float64(-0.19768266729723338), np.float64(-0.02504692252928613), np.float64(-0.11572765529803404), np.float64(0.11937110649658855)]","[0.17263574476794724, -0.09068073276874791, 0.23509876179462258]",7.083485126309922
WM,"Waste Management, Inc.","[np.float64(0.27997519294377066), np.float64(0.32143499370616796), np.float64(0.29889856102327234), np.float64(0.26454318344039973)]","[0.0414598007623973, -0.022536432682895624, -0.034355377582872604]",30.02531206714903
WAT,Waters Corporation,"[np.float64(0.31561091027837135), np.float64(0.4214996383873364), np.float64(0.6769323180065493), np.float64(0.7840251817163488)]","[0.10588872810896505, 0.2554326796192129, 0.10709286370979954]",14.242255425181503
WEC,"WEC Energy Group, Inc.","[np.float64(0.12201453201691245), np.float64(0.11101866021191298), np.float64(0.11857575981660874), np.float64(0.11535486301231644)]","[-0.010995871804999474, 0.007557099604695763, -0.0032208968042923003]",131.45406274640288
WELL,Welltower Inc.,"[np.float64(0.0005904422017598837), np.float64(0.0018718570552499415), np.float64(-0.0007589279857431635), np.float64(-0.0004476752673255614)]","[0.001281414853490058, -0.002630785040993105, 0.0003112527184176021]",601.1781559393132
WST,"West Pharmaceutical Services, Inc.","[np.float64(0.17629226343304358), np.float64(0.190272461157397), np.float64(0.22909578950653892), np.float64(0.2568015019627923)]","[0.01398019772435341, 0.03882332834914193, 0.027705712456253362]",98.41768220062997
WDC,Western Digital Corporation,"[np.float64(0.2129950720934477), np.float64(-0.023520485584218515), np.float64(-0.03172397823318282), np.float64(0.13695726887386872)]","[-0.23651555767766622, -0.008203492648964306, 0.16868124710705154]",6.029020467583608
WY,Weyerhaeuser Company,"[np.float64(0.06403065993643672), np.float64(0.10758345428156749), np.float64(0.2466170229802226), np.float64(0.31080965787902054)]","[0.04355279434513076, 0.1390335686986551, 0.06419263489879795]",24.378365657359264
WSM,"Williams-Sonoma, Inc.","[np.float64(0.3527492278128933), np.float64(0.3104137642658406), np.float64(0.4489651242156559), np.float64(0.4229223669072349)]","[-0.0423354635470527, 0.13855135994981527, -0.026042757308420983]",12.239626152700051
WMB,"The Williams Companies, Inc.","[np.float64(0.1656907502977372), np.float64(0.20804980454611263), np.float64(0.15938737787166624), np.float64(0.13794369003303097)]","[0.04235905424837544, -0.048662426674446396, -0.02144368783863526]",26.214564207301756
WTW,Willis Towers Watson Public Limited Company,"[np.float64(0.030414746543778803), np.float64(0.06142285020024299), np.float64(0.0473624959794146), np.float64(0.07855308219178082)]","[0.031008103656464187, -0.014060354220828387, 0.03119058621236622]",46.97346072465401
WDAY,"Workday, Inc.","[np.float64(0.02845974489096146), np.float64(0.013930121032199132), np.float64(-0.021737001860374035), np.float64(-0.012079637719168625)]","[-0.014529623858762327, -0.035667122892573164, 0.00965736414120541]",54.002680361896005
WYNN,"Wynn Resorts, Limited","[np.float64(1.9840068239419475), np.float64(0.7641252546565774), np.float64(-0.5885489132341077), np.float64(-0.8735257325672788)]","[-1.21988156928537, -1.3526741678906853, -0.2849768193331711]",2.1047276735060025
XEL,Xcel Energy Inc.,"[np.float64(0.09183634194218852), np.float64(0.10662712738525013), np.float64(0.10671120291829649), np.float64(0.10664149482040856)]","[0.014790785443061602, 8.407553304635995e-05, -6.970809788792165e-05]",143.48562070211727
XYL,Xylem Inc.,"[np.float64(0.07633530034801028), np.float64(0.05266133591793878), np.float64(0.12212841154525819), np.float64(0.1267056530214425)]","[-0.023673964430071505, 0.06946707562731941, 0.004577241476184296]",25.64563984115726
YUM,"Yum! Brands, Inc.","[np.float64(-0.37670481266656214), np.float64(-0.352226105455098), np.float64(-0.30328664540285677), np.float64(-0.30741592411612534)]","[0.024478707211464112, 0.04893946005224126, -0.004129278713268569]",46.11001433136577
ZBRA,Zebra Technologies Corporation,"[np.float64(0.14026465028355387), np.float64(0.1037980146741476), np.float64(0.10444225074037512), np.float64(0.20464046822742474)]","[-0.03646663560940626, 0.000644236066227516, 0.10019821748704962]",17.33047767638533
ZBH,"Zimmer Biomet Holdings, Inc.","[np.float64(0.08613193453517429), np.float64(0.0832621941285719), np.float64(0.048403915134999864), np.float64(0.05332118530088073)]","[-0.0028697404066023863, -0.03485827899357204, 0.004917270165880866]",58.102030337687786
ZTS,Zoetis Inc.,"[np.float64(0.0001222195062331948), np.float64(0.005232558139534884), np.float64(0.0023778071334214002), np.float64(0.0009462229932187353)]","[0.005110338633301689, -0.0028547510061134834, -0.001431584140202665]",288.32187577173346
